case_type,filing_year,state,court_level,number_of_hearings,judge_workload,historical_disposal_rate,delay_months
Criminal,2019,Karnataka,District,38,611,0.74,39.8
Family,2020,Delhi,High,31,444,0.31,32.55
Criminal,2023,Karnataka,High,18,377,0.82,31.22
Property,2017,Uttar Pradesh,High,29,315,0.47,34.53
Commercial,2015,Maharashtra,Supreme,31,512,0.5,48.81
Commercial,2022,Karnataka,High,25,330,0.33,36.2
Civil,2016,Karnataka,Supreme,24,247,0.52,46.78
Criminal,2019,Uttar Pradesh,Supreme,35,623,0.67,50.9
Criminal,2018,Delhi,High,21,390,0.46,42.61
Family,2021,Maharashtra,High,22,568,0.65,31.24
Civil,2020,Uttar Pradesh,District,39,548,0.42,41.5
Family,2018,Tamil Nadu,Supreme,12,518,0.67,37.86
Criminal,2010,Tamil Nadu,High,3,339,0.8,28.03
Criminal,2010,Tamil Nadu,District,4,630,0.74,25.44
Civil,2021,Delhi,Supreme,20,740,0.89,45.91
Family,2011,Tamil Nadu,Supreme,16,549,0.48,44.76
Criminal,2018,Uttar Pradesh,District,14,284,0.89,22.95
Property,2013,Karnataka,Supreme,29,543,0.67,37.21
Civil,2016,Tamil Nadu,Supreme,10,396,0.8,36.95
Family,2012,Karnataka,District,14,560,0.55,25.84
Commercial,2018,Karnataka,High,15,699,0.46,36.94
Family,2018,Delhi,District,27,243,0.8,19.74
Criminal,2021,Maharashtra,Supreme,22,593,0.8,48.24
Commercial,2017,Delhi,District,32,454,0.8,30.99
Commercial,2015,Uttar Pradesh,Supreme,14,479,0.43,43.73
Criminal,2017,Uttar Pradesh,Supreme,19,573,0.5,53.22
Property,2018,Delhi,High,17,432,0.46,32.81
Family,2018,Tamil Nadu,Supreme,25,429,0.39,46.57
Property,2018,Delhi,High,37,367,0.43,36.48
Commercial,2013,Delhi,District,19,565,0.52,24.91
Criminal,2015,Maharashtra,High,39,282,0.83,40.64
Family,2017,Delhi,High,30,688,0.85,31.47
Commercial,2019,Karnataka,Supreme,6,234,0.52,39.6
Civil,2016,Uttar Pradesh,District,29,724,0.81,36.12
Commercial,2013,Maharashtra,High,7,473,0.55,27.92
Property,2017,Tamil Nadu,District,4,561,0.51,10.94
Family,2013,Uttar Pradesh,High,11,587,0.42,21.85
Civil,2018,Uttar Pradesh,Supreme,10,587,0.3,50.56
Family,2019,Karnataka,High,22,392,0.61,25.09
Property,2017,Delhi,High,31,539,0.54,31.35
Civil,2013,Delhi,High,8,523,0.67,23.85
Civil,2011,Delhi,Supreme,35,336,0.31,55.08
Criminal,2010,Uttar Pradesh,Supreme,24,641,0.61,47.25
Civil,2017,Tamil Nadu,District,7,226,0.5,20.87
Civil,2018,Uttar Pradesh,Supreme,34,558,0.5,56.73
Property,2010,Tamil Nadu,High,17,748,0.78,26.23
Family,2018,Tamil Nadu,High,34,670,0.86,28.5
Criminal,2021,Tamil Nadu,High,27,511,0.5,44.48
Civil,2012,Uttar Pradesh,District,23,541,0.64,25.32
Commercial,2013,Delhi,District,13,531,0.41,19.05
Commercial,2020,Uttar Pradesh,District,37,219,0.48,35.3
Property,2016,Delhi,High,5,667,0.75,18.29
Property,2023,Uttar Pradesh,Supreme,12,635,0.7,31.17
Family,2017,Tamil Nadu,District,6,514,0.36,12.17
Property,2010,Maharashtra,Supreme,22,241,0.46,41.92
Property,2013,Karnataka,District,5,796,0.53,20.14
Family,2018,Maharashtra,Supreme,15,550,0.53,34.79
Family,2014,Karnataka,High,30,794,0.46,36.84
Civil,2019,Delhi,High,9,630,0.44,30.07
Civil,2014,Uttar Pradesh,Supreme,34,317,0.46,50.28
Property,2023,Uttar Pradesh,Supreme,36,566,0.65,49.45
Commercial,2019,Maharashtra,District,37,678,0.6,37.77
Property,2012,Uttar Pradesh,Supreme,24,778,0.67,40.17
Civil,2018,Tamil Nadu,District,21,486,0.89,26.64
Civil,2019,Tamil Nadu,High,34,291,0.5,34.26
Property,2019,Delhi,High,33,378,0.74,34.31
Civil,2017,Delhi,District,16,479,0.45,27.13
Commercial,2014,Maharashtra,Supreme,17,636,0.84,43.92
Criminal,2012,Maharashtra,District,12,589,0.83,26.44
Criminal,2023,Uttar Pradesh,District,30,475,0.38,35.43
Property,2015,Maharashtra,Supreme,12,460,0.55,28.89
Family,2014,Maharashtra,District,39,220,0.39,30.26
Civil,2011,Karnataka,High,18,458,0.8,35.32
Criminal,2021,Uttar Pradesh,District,22,718,0.82,29.16
Civil,2013,Tamil Nadu,Supreme,13,664,0.7,40.7
Commercial,2023,Delhi,High,27,244,0.77,31.35
Civil,2013,Karnataka,District,18,392,0.87,24.22
Property,2020,Karnataka,Supreme,3,377,0.75,17.85
Family,2023,Uttar Pradesh,Supreme,8,612,0.53,32.97
Civil,2011,Karnataka,High,4,691,0.37,35.21
Property,2020,Tamil Nadu,Supreme,24,668,0.71,32.1
Commercial,2019,Maharashtra,Supreme,17,553,0.5,42.72
Commercial,2018,Uttar Pradesh,Supreme,4,418,0.67,33.98
Civil,2012,Maharashtra,Supreme,30,321,0.6,55.41
Commercial,2021,Karnataka,High,30,778,0.3,41.04
Civil,2012,Uttar Pradesh,District,20,312,0.58,26.21
Criminal,2010,Maharashtra,District,18,727,0.56,35.34
Family,2014,Uttar Pradesh,District,8,369,0.45,15.39
Criminal,2010,Karnataka,High,30,783,0.47,50.38
Property,2011,Uttar Pradesh,District,3,384,0.38,16.96
Criminal,2016,Maharashtra,High,15,622,0.6,34.07
Property,2019,Maharashtra,Supreme,10,607,0.79,37.31
Civil,2011,Uttar Pradesh,High,21,546,0.82,36.27
Property,2023,Tamil Nadu,Supreme,33,412,0.71,41.93
Commercial,2021,Delhi,Supreme,38,211,0.71,54.08
Family,2011,Uttar Pradesh,High,13,540,0.54,29.41
Commercial,2023,Maharashtra,District,29,781,0.35,34.42
Civil,2018,Uttar Pradesh,Supreme,6,262,0.47,37.73
Property,2019,Delhi,District,11,727,0.48,18.23
Property,2022,Karnataka,District,28,419,0.48,24.86
Property,2016,Delhi,Supreme,9,458,0.87,29.8
Family,2010,Karnataka,Supreme,22,272,0.82,35.3
Family,2021,Maharashtra,High,15,755,0.77,27.18
Property,2011,Delhi,District,18,778,0.86,23.27
Civil,2013,Maharashtra,District,20,328,0.73,23.71
Criminal,2020,Uttar Pradesh,High,4,588,0.54,27.96
Commercial,2022,Karnataka,District,27,351,0.58,26.63
Commercial,2013,Maharashtra,District,36,346,0.79,32.67
Property,2014,Delhi,Supreme,37,539,0.62,46.81
Civil,2020,Delhi,High,30,704,0.31,43.23
Property,2015,Karnataka,High,29,592,0.7,31.0
Property,2019,Tamil Nadu,Supreme,4,370,0.82,23.64
Criminal,2011,Maharashtra,Supreme,10,242,0.86,34.33
Property,2023,Maharashtra,High,3,517,0.4,18.43
Commercial,2011,Karnataka,Supreme,5,555,0.62,38.95
Criminal,2016,Uttar Pradesh,District,14,731,0.33,33.94
Commercial,2015,Delhi,Supreme,13,319,0.67,37.57
Criminal,2022,Delhi,District,8,538,0.54,25.83
Commercial,2023,Tamil Nadu,Supreme,12,424,0.68,34.2
Property,2015,Tamil Nadu,High,32,564,0.83,30.1
Property,2010,Maharashtra,Supreme,26,681,0.36,44.33
Property,2023,Tamil Nadu,District,34,788,0.87,27.96
Property,2020,Uttar Pradesh,High,25,260,0.41,31.67
Commercial,2018,Karnataka,District,13,238,0.41,22.97
Family,2013,Karnataka,Supreme,29,725,0.46,45.44
Criminal,2023,Uttar Pradesh,High,28,207,0.54,37.38
Civil,2010,Uttar Pradesh,Supreme,13,563,0.45,52.32
Criminal,2019,Uttar Pradesh,High,20,760,0.48,35.83
Criminal,2018,Karnataka,District,30,584,0.72,34.1
Commercial,2014,Maharashtra,Supreme,38,317,0.37,54.45
Commercial,2021,Maharashtra,Supreme,3,721,0.33,40.73
Civil,2013,Karnataka,High,15,733,0.57,34.96
Civil,2017,Delhi,District,3,749,0.45,19.83
Commercial,2019,Tamil Nadu,Supreme,27,284,0.39,48.28
Civil,2015,Tamil Nadu,District,5,741,0.5,21.29
Commercial,2022,Tamil Nadu,District,20,400,0.43,27.36
Criminal,2013,Karnataka,High,38,716,0.68,47.31
Criminal,2020,Tamil Nadu,District,24,273,0.73,29.78
Family,2019,Delhi,High,24,499,0.47,33.53
Commercial,2016,Delhi,High,9,673,0.82,32.44
Criminal,2013,Maharashtra,Supreme,20,271,0.73,48.57
Commercial,2017,Tamil Nadu,Supreme,18,376,0.68,42.39
Property,2014,Tamil Nadu,District,6,297,0.88,13.44
Criminal,2023,Maharashtra,High,17,337,0.31,33.13
Property,2015,Maharashtra,District,5,565,0.75,17.18
Commercial,2020,Maharashtra,High,23,510,0.84,33.89
Criminal,2023,Delhi,Supreme,31,472,0.41,58.4
Family,2018,Karnataka,District,23,698,0.64,25.69
Commercial,2022,Tamil Nadu,High,16,374,0.34,33.52
Property,2012,Maharashtra,District,30,374,0.44,32.6
Family,2021,Uttar Pradesh,High,11,263,0.55,17.72
Family,2017,Delhi,District,25,608,0.5,27.56
Family,2011,Uttar Pradesh,District,9,747,0.44,14.77
Property,2018,Delhi,Supreme,37,374,0.79,38.66
Family,2010,Tamil Nadu,District,36,739,0.55,33.88
Commercial,2018,Uttar Pradesh,High,34,542,0.48,39.85
Family,2010,Uttar Pradesh,Supreme,26,726,0.62,38.44
Family,2016,Uttar Pradesh,High,24,218,0.87,19.49
Civil,2023,Delhi,Supreme,8,301,0.37,38.59
Family,2018,Uttar Pradesh,Supreme,31,339,0.75,38.3
Commercial,2017,Uttar Pradesh,Supreme,10,365,0.35,39.53
Family,2011,Delhi,Supreme,21,444,0.47,44.95
Family,2014,Delhi,High,33,390,0.64,32.03
Criminal,2010,Delhi,High,28,372,0.78,32.92
Civil,2016,Uttar Pradesh,High,36,425,0.69,37.19
Family,2010,Maharashtra,District,14,232,0.64,13.49
Commercial,2014,Maharashtra,High,17,319,0.75,24.49
Family,2015,Uttar Pradesh,Supreme,21,284,0.34,41.09
Family,2010,Karnataka,District,24,404,0.64,24.94
Property,2016,Karnataka,High,17,278,0.53,24.82
Commercial,2014,Uttar Pradesh,Supreme,33,545,0.85,47.59
Property,2017,Uttar Pradesh,High,27,634,0.52,36.06
Commercial,2017,Uttar Pradesh,High,17,653,0.68,30.24
Criminal,2023,Maharashtra,District,9,645,0.39,31.3
Commercial,2011,Karnataka,Supreme,15,337,0.35,47.46
Civil,2014,Tamil Nadu,District,27,676,0.76,28.27
Criminal,2023,Tamil Nadu,High,31,371,0.66,41.17
Family,2017,Delhi,High,3,368,0.56,13.55
Civil,2012,Uttar Pradesh,High,14,387,0.85,31.31
Criminal,2020,Tamil Nadu,District,38,317,0.48,41.6
Criminal,2010,Maharashtra,District,23,510,0.34,36.0
Property,2018,Maharashtra,District,24,320,0.54,20.47
Family,2014,Karnataka,High,25,463,0.61,25.03
Property,2010,Uttar Pradesh,High,3,319,0.53,18.47
Criminal,2017,Karnataka,District,26,797,0.86,32.94
Criminal,2015,Uttar Pradesh,High,9,445,0.63,26.17
Criminal,2015,Uttar Pradesh,High,36,568,0.41,47.23
Civil,2014,Delhi,Supreme,22,728,0.46,50.05
Commercial,2010,Maharashtra,District,30,249,0.31,35.12
Property,2014,Maharashtra,District,10,755,0.7,20.64
Criminal,2017,Maharashtra,District,32,760,0.76,39.75
Family,2018,Karnataka,Supreme,23,605,0.3,43.82
Commercial,2019,Tamil Nadu,District,30,686,0.46,35.25
Criminal,2019,Uttar Pradesh,High,6,663,0.86,29.94
Property,2018,Tamil Nadu,District,25,789,0.63,24.64
Property,2014,Delhi,High,28,394,0.9,29.78
Property,2012,Tamil Nadu,District,15,683,0.31,21.73
Family,2011,Maharashtra,High,16,657,0.66,27.8
Criminal,2018,Delhi,High,29,718,0.38,43.0
Property,2018,Delhi,High,28,793,0.87,30.01
Criminal,2022,Uttar Pradesh,Supreme,8,795,0.33,49.52
Criminal,2019,Tamil Nadu,High,25,211,0.81,37.44
Criminal,2022,Delhi,Supreme,24,513,0.6,55.23
Property,2019,Maharashtra,Supreme,32,779,0.69,49.04
Civil,2011,Delhi,High,37,742,0.62,49.94
Civil,2012,Maharashtra,District,14,705,0.59,27.29
Family,2023,Karnataka,High,35,484,0.3,36.77
Criminal,2012,Tamil Nadu,Supreme,4,251,0.48,40.71
Property,2017,Uttar Pradesh,Supreme,33,304,0.36,50.86
Commercial,2013,Karnataka,High,7,564,0.69,18.31
Criminal,2012,Tamil Nadu,Supreme,39,678,0.79,56.9
Commercial,2013,Uttar Pradesh,District,8,438,0.86,12.92
Commercial,2022,Karnataka,District,16,593,0.66,27.22
Commercial,2021,Karnataka,Supreme,8,663,0.76,38.44
Criminal,2020,Tamil Nadu,District,38,352,0.42,37.61
Property,2018,Karnataka,High,17,621,0.65,22.96
Family,2016,Delhi,District,5,436,0.53,21.15
Civil,2021,Tamil Nadu,District,38,370,0.34,41.91
Family,2012,Tamil Nadu,Supreme,27,664,0.51,44.43
Property,2022,Karnataka,District,6,601,0.39,14.79
Civil,2019,Delhi,District,27,714,0.76,39.27
Criminal,2014,Maharashtra,Supreme,19,733,0.62,52.09
Civil,2014,Karnataka,High,18,405,0.65,27.78
Criminal,2019,Tamil Nadu,Supreme,30,532,0.39,60.18
Criminal,2011,Maharashtra,District,17,636,0.51,37.15
Commercial,2023,Karnataka,High,9,544,0.33,31.82
Commercial,2015,Uttar Pradesh,District,20,572,0.79,28.75
Family,2013,Maharashtra,High,5,638,0.86,22.37
Civil,2010,Tamil Nadu,District,23,605,0.4,27.03
Civil,2012,Maharashtra,District,14,375,0.69,23.89
Civil,2023,Maharashtra,Supreme,33,731,0.39,58.99
Family,2023,Karnataka,District,6,702,0.7,15.59
Family,2020,Maharashtra,District,7,329,0.38,11.32
Property,2014,Uttar Pradesh,High,28,509,0.34,41.57
Commercial,2011,Delhi,Supreme,5,631,0.55,31.55
Civil,2010,Delhi,District,3,235,0.46,22.29
Commercial,2015,Tamil Nadu,High,12,684,0.63,28.19
Civil,2010,Tamil Nadu,District,26,642,0.74,33.53
Criminal,2019,Delhi,High,20,241,0.62,40.0
Civil,2011,Karnataka,High,15,799,0.77,29.6
Property,2012,Uttar Pradesh,High,13,348,0.74,14.58
Property,2019,Maharashtra,High,17,440,0.57,26.39
Criminal,2022,Delhi,District,30,406,0.68,33.56
Commercial,2020,Maharashtra,Supreme,25,711,0.55,49.64
Commercial,2016,Maharashtra,District,8,560,0.76,18.85
Civil,2012,Uttar Pradesh,District,23,507,0.77,29.31
Criminal,2019,Maharashtra,District,36,215,0.63,38.4
Civil,2021,Uttar Pradesh,Supreme,24,412,0.65,45.69
Family,2019,Uttar Pradesh,Supreme,29,541,0.78,44.42
Family,2023,Maharashtra,High,19,274,0.54,24.37
Property,2018,Maharashtra,Supreme,28,436,0.77,39.61
Civil,2018,Maharashtra,High,34,396,0.62,40.42
Property,2014,Uttar Pradesh,High,5,394,0.59,15.3
Criminal,2010,Karnataka,High,33,509,0.68,40.94
Civil,2010,Uttar Pradesh,District,27,695,0.3,35.08
Criminal,2019,Tamil Nadu,Supreme,28,733,0.62,57.47
Commercial,2015,Karnataka,District,12,460,0.4,23.32
Commercial,2015,Maharashtra,District,6,641,0.39,24.78
Property,2022,Delhi,District,9,572,0.37,18.62
Criminal,2023,Karnataka,High,8,678,0.87,25.71
Criminal,2019,Maharashtra,Supreme,6,771,0.46,43.22
Criminal,2019,Maharashtra,District,13,665,0.47,28.98
Property,2022,Karnataka,District,38,548,0.86,25.67
Commercial,2012,Uttar Pradesh,Supreme,13,243,0.52,30.29
Commercial,2014,Tamil Nadu,High,20,535,0.85,29.61
Civil,2023,Tamil Nadu,High,22,527,0.65,34.97
Criminal,2014,Maharashtra,Supreme,4,642,0.32,43.87
Property,2015,Maharashtra,High,26,732,0.87,27.75
Family,2013,Tamil Nadu,District,32,349,0.39,28.41
Property,2019,Karnataka,Supreme,28,772,0.5,52.38
Family,2022,Maharashtra,District,37,644,0.7,29.69
Criminal,2012,Maharashtra,District,30,437,0.7,32.13
Property,2012,Maharashtra,Supreme,12,633,0.34,34.58
Criminal,2014,Uttar Pradesh,Supreme,16,594,0.59,45.54
Civil,2018,Karnataka,District,14,684,0.3,33.29
Commercial,2019,Karnataka,Supreme,38,705,0.82,49.27
Commercial,2013,Maharashtra,District,28,273,0.35,27.81
Civil,2011,Tamil Nadu,Supreme,19,656,0.53,50.62
Commercial,2022,Karnataka,Supreme,30,753,0.76,53.27
Criminal,2023,Uttar Pradesh,High,13,782,0.86,36.7
Property,2022,Maharashtra,Supreme,21,639,0.4,39.39
Commercial,2023,Uttar Pradesh,District,10,456,0.5,25.94
Commercial,2018,Tamil Nadu,Supreme,33,457,0.34,54.65
Family,2017,Maharashtra,High,8,655,0.56,28.58
Commercial,2017,Tamil Nadu,Supreme,27,373,0.55,43.44
Criminal,2011,Maharashtra,Supreme,3,323,0.67,38.96
Commercial,2010,Tamil Nadu,District,14,389,0.62,23.0
Criminal,2019,Maharashtra,District,33,490,0.39,44.83
Property,2019,Karnataka,High,7,767,0.84,18.74
Property,2013,Delhi,District,33,750,0.68,30.34
Criminal,2016,Tamil Nadu,Supreme,26,717,0.89,51.1
Family,2010,Uttar Pradesh,District,7,389,0.42,13.93
Criminal,2010,Uttar Pradesh,High,10,242,0.76,30.33
Property,2020,Delhi,District,33,305,0.53,22.6
Property,2015,Uttar Pradesh,High,6,487,0.84,15.16
Property,2016,Maharashtra,District,5,425,0.7,12.63
Family,2010,Delhi,Supreme,5,744,0.38,29.55
Civil,2012,Uttar Pradesh,High,36,506,0.85,39.41
Civil,2023,Maharashtra,High,25,225,0.36,38.12
Family,2020,Karnataka,High,10,556,0.79,17.69
Property,2017,Maharashtra,District,23,385,0.58,19.86
Family,2015,Delhi,District,16,429,0.73,10.27
Criminal,2022,Karnataka,Supreme,29,787,0.56,59.07
Criminal,2012,Tamil Nadu,Supreme,26,358,0.72,47.23
Criminal,2019,Uttar Pradesh,Supreme,20,643,0.73,52.1
Civil,2017,Maharashtra,High,19,365,0.56,39.96
Property,2015,Tamil Nadu,District,37,437,0.49,30.74
Family,2013,Uttar Pradesh,Supreme,14,716,0.87,38.11
Family,2010,Tamil Nadu,High,15,278,0.54,30.01
Family,2011,Uttar Pradesh,Supreme,18,601,0.76,37.94
Family,2022,Maharashtra,High,9,759,0.84,20.1
Family,2010,Karnataka,High,29,719,0.66,36.05
Criminal,2021,Uttar Pradesh,High,26,244,0.36,41.01
Criminal,2019,Tamil Nadu,Supreme,33,610,0.67,54.88
Commercial,2012,Uttar Pradesh,High,17,736,0.61,32.0
Criminal,2014,Maharashtra,District,38,316,0.79,32.4
Criminal,2015,Uttar Pradesh,High,19,586,0.81,33.6
Criminal,2013,Karnataka,District,3,300,0.35,22.54
Property,2020,Delhi,High,27,518,0.68,30.74
Commercial,2014,Maharashtra,Supreme,31,587,0.68,52.39
Civil,2016,Maharashtra,Supreme,3,643,0.49,42.48
Civil,2013,Karnataka,District,5,217,0.37,21.41
Commercial,2019,Uttar Pradesh,Supreme,26,479,0.66,41.12
Property,2021,Uttar Pradesh,Supreme,11,735,0.56,36.32
Criminal,2023,Maharashtra,High,11,308,0.48,31.31
Criminal,2015,Delhi,District,35,617,0.74,40.26
Civil,2016,Maharashtra,High,27,552,0.37,39.28
Criminal,2022,Uttar Pradesh,District,36,404,0.78,35.44
Property,2019,Maharashtra,High,16,222,0.32,27.08
Civil,2013,Maharashtra,Supreme,37,712,0.66,56.64
Criminal,2014,Delhi,District,32,220,0.6,34.86
Commercial,2020,Tamil Nadu,District,36,625,0.81,31.28
Commercial,2022,Maharashtra,Supreme,28,410,0.56,44.63
Commercial,2020,Delhi,Supreme,6,544,0.39,33.41
Civil,2017,Uttar Pradesh,District,19,608,0.43,27.81
Civil,2017,Maharashtra,High,29,528,0.43,41.23
Criminal,2014,Tamil Nadu,High,7,502,0.31,33.42
Criminal,2014,Uttar Pradesh,Supreme,33,627,0.85,55.3
Civil,2014,Delhi,Supreme,8,763,0.52,48.13
Civil,2011,Delhi,High,33,328,0.38,45.19
Criminal,2013,Tamil Nadu,Supreme,27,657,0.45,57.04
Property,2012,Karnataka,Supreme,25,255,0.31,37.51
Criminal,2022,Maharashtra,Supreme,20,361,0.71,43.73
Civil,2014,Maharashtra,Supreme,5,538,0.8,35.17
Commercial,2019,Maharashtra,High,29,394,0.73,37.0
Commercial,2013,Uttar Pradesh,District,25,261,0.44,24.01
Commercial,2021,Uttar Pradesh,High,3,679,0.39,28.21
Civil,2017,Karnataka,District,6,561,0.88,18.34
Commercial,2012,Karnataka,District,35,290,0.66,28.8
Family,2010,Karnataka,High,16,223,0.64,18.81
Criminal,2022,Delhi,High,39,356,0.52,44.78
Family,2014,Karnataka,District,25,662,0.32,30.69
Property,2018,Karnataka,District,9,256,0.33,14.76
Criminal,2012,Maharashtra,District,8,774,0.8,27.7
Commercial,2015,Uttar Pradesh,High,10,719,0.58,34.15
Family,2012,Tamil Nadu,District,31,224,0.84,15.32
Civil,2016,Maharashtra,District,30,740,0.32,41.17
Criminal,2018,Uttar Pradesh,Supreme,25,371,0.44,54.07
Civil,2018,Tamil Nadu,Supreme,6,668,0.49,43.36
Commercial,2013,Maharashtra,Supreme,15,769,0.62,45.15
Family,2017,Delhi,Supreme,4,799,0.43,36.7
Family,2018,Karnataka,High,18,316,0.49,27.42
Property,2015,Maharashtra,District,27,257,0.36,23.57
Civil,2020,Tamil Nadu,Supreme,13,514,0.48,45.36
Civil,2012,Uttar Pradesh,District,6,701,0.55,24.04
Commercial,2016,Delhi,High,6,609,0.54,24.45
Commercial,2020,Uttar Pradesh,District,13,765,0.61,27.55
Property,2010,Maharashtra,District,22,327,0.57,22.87
Property,2013,Uttar Pradesh,Supreme,27,638,0.46,49.96
Civil,2017,Maharashtra,Supreme,28,725,0.34,55.7
Commercial,2017,Maharashtra,Supreme,20,614,0.62,47.44
Civil,2022,Uttar Pradesh,Supreme,37,452,0.56,59.84
Civil,2013,Maharashtra,High,14,531,0.5,30.07
Commercial,2016,Maharashtra,District,8,561,0.79,17.37
Property,2013,Maharashtra,Supreme,15,294,0.77,30.36
Criminal,2016,Tamil Nadu,High,28,567,0.65,36.84
Commercial,2022,Delhi,District,34,624,0.5,40.67
Property,2018,Uttar Pradesh,Supreme,37,553,0.4,46.21
Commercial,2010,Delhi,High,15,487,0.67,30.37
Commercial,2022,Maharashtra,District,20,766,0.52,29.53
Criminal,2010,Maharashtra,District,21,535,0.7,31.02
Property,2012,Uttar Pradesh,High,36,760,0.35,36.39
Commercial,2010,Delhi,High,20,433,0.62,26.04
Family,2020,Uttar Pradesh,District,37,717,0.87,31.91
Family,2020,Uttar Pradesh,High,33,322,0.4,35.86
Commercial,2015,Maharashtra,District,18,387,0.55,25.09
Commercial,2021,Karnataka,District,17,517,0.79,24.83
Civil,2019,Karnataka,Supreme,20,426,0.58,51.03
Criminal,2012,Maharashtra,District,16,293,0.89,25.13
Property,2019,Tamil Nadu,High,15,484,0.87,18.82
Property,2021,Delhi,High,37,216,0.8,28.85
Criminal,2021,Maharashtra,Supreme,24,637,0.47,47.42
Commercial,2021,Uttar Pradesh,High,19,557,0.66,32.3
Property,2016,Delhi,District,31,444,0.8,20.2
Criminal,2011,Tamil Nadu,High,20,765,0.89,36.12
Criminal,2011,Karnataka,District,11,647,0.55,29.26
Property,2015,Delhi,High,10,561,0.8,8.71
Criminal,2022,Tamil Nadu,District,21,226,0.72,30.14
Property,2016,Tamil Nadu,High,33,763,0.33,36.5
Civil,2020,Maharashtra,District,9,536,0.54,22.86
Family,2014,Tamil Nadu,Supreme,3,681,0.48,29.72
Family,2015,Tamil Nadu,High,8,621,0.67,21.91
Property,2013,Maharashtra,District,37,746,0.61,34.66
Property,2016,Tamil Nadu,High,38,767,0.89,37.37
Commercial,2022,Uttar Pradesh,District,26,304,0.54,29.49
Family,2020,Tamil Nadu,District,11,631,0.32,21.58
Criminal,2011,Delhi,District,9,743,0.51,28.09
Criminal,2020,Karnataka,Supreme,10,267,0.64,40.1
Family,2022,Delhi,Supreme,5,484,0.6,33.34
Civil,2022,Uttar Pradesh,District,9,648,0.38,25.8
Family,2021,Maharashtra,District,32,693,0.44,30.04
Criminal,2023,Uttar Pradesh,High,22,395,0.42,46.31
Family,2011,Maharashtra,High,6,628,0.67,20.96
Property,2017,Maharashtra,High,25,283,0.59,28.47
Civil,2020,Karnataka,High,18,515,0.7,35.02
Commercial,2016,Delhi,District,31,413,0.35,30.94
Civil,2011,Uttar Pradesh,District,5,313,0.63,21.84
Civil,2013,Delhi,High,15,366,0.38,27.02
Criminal,2022,Delhi,High,7,326,0.69,28.27
Property,2023,Delhi,District,24,735,0.9,24.39
Criminal,2010,Uttar Pradesh,Supreme,31,605,0.53,58.08
Criminal,2014,Karnataka,Supreme,10,321,0.85,40.6
Family,2019,Uttar Pradesh,District,33,484,0.83,28.71
Property,2010,Uttar Pradesh,High,27,597,0.67,28.05
Civil,2017,Karnataka,High,4,603,0.41,32.62
Family,2022,Delhi,High,39,443,0.43,39.38
Property,2020,Tamil Nadu,Supreme,39,449,0.75,43.95
Property,2014,Karnataka,High,35,450,0.79,34.21
Family,2023,Tamil Nadu,High,9,566,0.37,27.15
Criminal,2015,Tamil Nadu,High,5,734,0.4,29.42
Criminal,2015,Maharashtra,High,37,294,0.8,43.13
Criminal,2015,Delhi,Supreme,38,724,0.37,65.84
Commercial,2021,Uttar Pradesh,Supreme,30,758,0.37,52.32
Property,2018,Karnataka,Supreme,20,474,0.59,38.37
Commercial,2021,Maharashtra,Supreme,10,416,0.61,39.28
Property,2014,Karnataka,Supreme,32,232,0.72,37.01
Civil,2019,Maharashtra,District,9,609,0.86,20.49
Family,2016,Karnataka,High,33,398,0.73,34.65
Commercial,2019,Delhi,District,7,526,0.75,14.23
Civil,2012,Uttar Pradesh,District,5,576,0.79,19.17
Commercial,2019,Uttar Pradesh,District,31,774,0.52,38.52
Property,2014,Uttar Pradesh,Supreme,25,532,0.68,47.53
